GSANUM,PI,PBAL,OBAL,RATE,CITY,STATE,ZIP,GSANUM,UNITS,LIEN,FDUEDATE,MDATE,ODATE,ASOFDATE,OFICO,EMPLOY,RTERM,ATERM,OTERM,GSANUM,PPOTERM,AGE,ARMFLAG,BALLFLAG,IOFLAG,IOTERM,GSOLTV,GSCOLTV,MTM_OCCLIT,GSANUM,MTM_PROPLIT,MTM_PURPLIT,MTM_PRODLIT,MTM_DOCLIT
4954345,253.56,29118.73,29200,9.875,Kalamazoo,MI,49006,4954345,1,2,5/1/2006,4/1/2021,3/30/2006,10/1/2006,676,N,174,354,180,4954345,0,6,FIXED,Y,N,0,20,95,INVESTOR,4954345,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4959205,294.02,26539.51,26580,13,Charlotte,NC,28269,4959205,1,2,5/1/2006,4/1/2021,3/9/2006,10/1/2006,666,Y,174,354,180,4959205,0,6,FIXED,Y,N,0,20,100,OWNER OCCU,4959205,PUD,PURCHASE,FIXED BALLOON 30/15,SIVA
4955495,395,37642.96,37695,12.25,Wilmington,NC,28405,4955495,1,2,6/1/2006,5/1/2021,4/10/2006,10/1/2006,723,N,175,355,180,4955495,0,5,FIXED,Y,N,0,15,100,INVESTOR,4955495,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SISA
4958721,97.13,10177.72,10200,11,Myrtle Beach,SC,29577,4958721,1,2,5/1/2006,4/1/2021,3/14/2006,10/1/2006,663,N,174,354,180,4958721,0,6,FIXED,Y,N,0,10,100,INVESTOR,4958721,CONDO,PURCHASE,FIXED BALLOON 30/15,NINA/NO DOC
4958723,747.08,69889.68,70000,12.5,Long Beach,CA,90810,4958723,1,2,5/1/2006,4/1/2021,3/22/2006,10/1/2006,691,N,174,354,180,4958723,0,6,FIXED,Y,N,0,25,90,INVESTOR,4958723,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,NINA/NO DOC
4954158,219.22,23203.44,23250,10.875,Georgetown,CA,95634,4954158,1,2,6/1/2006,5/1/2021,4/11/2006,10/1/2006,727,N,175,355,180,4954158,0,5,FIXED,Y,N,0,15,95,INVESTOR,4954158,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4955620,1587.34,140844.28,141000,13.25,Central Islip,NY,11722,4955620,1,2,6/1/2006,5/1/2021,4/13/2006,10/1/2006,674,N,175,355,180,4955620,0,5,FIXED,Y,N,0,30,100,OWNER OCCU,4955620,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4954162,359.48,38053.85,38125,10.875,Hammond,LA,70401,4954162,3,2,6/1/2006,5/1/2021,4/13/2006,10/1/2006,695,N,175,355,180,4954162,0,5,FIXED,Y,N,0,25,95,INVESTOR,4954162,2-4 FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4958726,905.18,85641.62,88000,12,Antioch,CA,94509,4958726,1,2,5/1/2006,4/1/2021,3/17/2006,10/1/2006,692,Y,174,294,180,4958726,0,6,FIXED,Y,N,0,20,89.56,INVESTOR,4958726,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
4954161,359.48,38053.85,38125,10.875,Hammond,LA,70401,4954161,3,2,6/1/2006,5/1/2021,4/13/2006,10/1/2006,695,N,175,355,180,4954161,0,5,FIXED,Y,N,0,25,90,INVESTOR,4954161,2-4 FAMILY,PURCHASE,FIXED BALLOON 30/15,FULL/ALT
4959206,278.19,27250.6,27300,11.875,Ridgefield,WA,98642,4959206,1,2,5/1/2006,4/1/2021,3/10/2006,10/1/2006,681,Y,174,354,180,4959206,0,6,FIXED,Y,N,0,9.99,100,INVESTOR,4959206,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,NINA/NO DOC
4958731,221.24,19789.65,20000,13,Cincinnati,OH,45211,4958731,2,2,5/1/2006,4/1/2021,3/27/2006,10/1/2006,676,Y,174,322,180,4958731,0,6,FIXED,Y,N,0,20,90,INVESTOR,4958731,2-4 FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
4958733,1134.44,126272.63,126598,10.25,Redmond,WA,98052,4958733,1,2,5/1/2006,4/1/2021,3/13/2006,10/1/2006,700,N,174,354,180,4958733,0,6,FIXED,Y,N,0,20,95,OWNER OCCU,4958733,PUD,PURCHASE,FIXED BALLOON 30/15,FULL/ALT
4954293,323.04,42832.67,43000,8.25,Jacksonville,FL,32257,4954293,1,2,5/1/2006,4/1/2021,3/24/2006,10/1/2006,779,N,174,354,180,4954293,0,6,FIXED,Y,N,0,20,90,OWNER OCCU,4954293,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4956564,1341.92,146342.49,146700,10.5,Winston,OR,97496,4956564,1,2,5/1/2006,4/1/2021,3/9/2006,10/1/2006,692,Y,174,354,180,4956564,0,6,FIXED,Y,N,0,35.96,100,OWNER OCCU,4956564,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,NO RATIO
4959207,184.25,20299.07,20350,10.375,Littleton,CO,80127,4959207,1,2,5/1/2006,4/1/2021,3/27/2006,10/1/2006,666,N,174,354,180,4959207,0,6,FIXED,Y,N,0,8.55,100,OWNER OCCU,4959207,PUD,CASHOUT REFI,FIXED BALLOON 30/15,NINA/NO DOC
4958735,1223.38,103133.87,103250,14,Ham Lake,MN,55304,4958735,1,2,4/1/2006,3/1/2021,3/1/2006,10/1/2006,762,Y,173,354,180,4958735,0,7,FIXED,Y,N,0,35,90,INVESTOR,4958735,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4958736,447.59,48317.61,48435,10.625,Eureka,CA,95501,4958736,1,2,5/1/2006,4/1/2021,3/24/2006,10/1/2006,665,Y,174,354,180,4958736,0,6,FIXED,Y,N,0,15,95,OWNER OCCU,4958736,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,NINA/NO DOC
4958737,550.15,52412.53,52500,12.25,Charleston,SC,29412,4958737,1,2,5/1/2006,4/1/2021,3/23/2006,10/1/2006,708,N,174,354,180,4958737,0,6,FIXED,Y,N,0,25,100,INVESTOR,4958737,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4954448,381.41,39943.37,40050,11,Chicago,IL,60636,4954448,2,2,5/1/2006,4/1/2021,3/30/2006,10/1/2006,769,N,174,353,180,4954448,0,6,FIXED,Y,N,0,15,100,INVESTOR,4954448,2-4 FAMILY,PURCHASE,FIXED BALLOON 30/15,NINA/NO DOC
4959208,542.82,56875.25,57000,11,Kent,WA,98030,4959208,1,2,5/1/2006,4/1/2021,3/7/2006,10/1/2006,664,Y,174,354,180,4959208,0,6,FIXED,Y,N,0,20,100,OWNER OCCU,4959208,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,NO RATIO
4958739,1039.41,114512.65,114800,10.375,Pittsburg,CA,94565,4958739,1,2,5/1/2006,4/1/2021,3/23/2006,10/1/2006,698,Y,174,354,180,4958739,0,6,FIXED,Y,N,0,20,90,OWNER OCCU,4958739,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4956565,607.78,57903.38,58000,12.25,Chicago,IL,60628,4956565,2,2,5/1/2006,4/1/2021,3/16/2006,10/1/2006,674,N,174,354,180,4956565,0,6,FIXED,Y,N,0,20,76.34,INVESTOR,4956565,2-4 FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4959209,761.45,71883.33,72000,12.375,Stone Mountain,GA,30087,4959209,1,2,5/1/2006,4/1/2021,3/23/2006,10/1/2006,667,N,174,354,180,4959209,0,6,FIXED,Y,N,0,30,95,OWNER OCCU,4959209,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4956566,914.28,99706.4,99950,10.5,Chandler,AZ,85225,4956566,1,2,5/1/2006,4/1/2021,3/27/2006,10/1/2006,694,N,174,354,180,4956566,0,6,FIXED,Y,N,0,27.92,100,OWNER OCCU,4956566,PUD,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
4956567,799.64,74136.23,74250,12.625,Queen Creek,AZ,85242,4956567,1,2,5/1/2006,4/1/2021,3/23/2006,10/1/2006,675,N,174,354,180,4956567,0,6,FIXED,Y,N,0,25,100,SECOND HOM,4956567,PUD,CASHOUT REFI,FIXED BALLOON 30/15,NINA/NO DOC
4957263,484.63,21512.48,45000,12.625,Wallingford,CT,6492,4957263,2,2,6/1/2006,5/1/2021,4/28/2006,10/1/2006,683,Y,175,60,180,4957263,0,5,FIXED,Y,N,0,25,95,INVESTOR,4957263,2-4 FAMILY,PURCHASE,FIXED BALLOON 30/15,FULL/ALT
4955098,1071.99,102129.63,102300,12.25,Chicago,IL,60632,4955098,2,2,5/1/2006,4/1/2021,3/20/2006,10/1/2006,732,N,174,354,180,4955098,0,6,FIXED,Y,N,0,30,99.99,OWNER OCCU,4955098,2-4 FAMILY,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4954232,391.94,37644.94,37750,12.125,Raleigh,NC,27615,4954232,1,2,5/1/2006,4/1/2021,3/31/2006,10/1/2006,625,N,174,350,180,4954232,0,6,FIXED,Y,N,0,29.98,95,OWNER OCCU,4954232,PUD,PURCHASE,FIXED BALLOON 30/15,SIVA
4956568,435.71,49500.51,49650,10,Gibsonton,FL,33534,4956568,1,2,5/1/2006,4/1/2021,3/24/2006,10/1/2006,749,N,174,353,180,4956568,0,6,FIXED,Y,N,0,19.99,95,OWNER OCCU,4956568,PUD,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4958742,124.26,11728.68,11750,12.375,Pittsburgh,PA,15221,4958742,1,2,5/1/2006,4/1/2021,3/24/2006,10/1/2006,765,N,174,353,180,4958742,0,6,FIXED,Y,N,0,18.08,90,INVESTOR,4958742,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4958743,378.25,33555.25,33600,13.25,Sterling Heights,MI,48310,4958743,1,2,5/1/2006,4/1/2021,3/22/2006,10/1/2006,655,N,174,354,180,4958743,0,6,FIXED,Y,N,0,20,100,OWNER OCCU,4958743,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4954589,115.53,9987.73,10000,13.625,Topeka,KS,66617,4954589,1,2,5/1/2006,4/1/2021,3/30/2006,10/1/2006,632,N,174,354,180,4954589,0,6,FIXED,Y,N,0,10.2,100,INVESTOR,4954589,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4956571,2254.79,243421.08,244000,10.625,Awendaw,SC,29429,4956571,1,2,5/1/2006,4/1/2021,3/30/2006,10/1/2006,692,N,174,354,180,4956571,0,6,FIXED,Y,N,0,35.16,95,OWNER OCCU,4956571,PUD,PURCHASE,FIXED BALLOON 30/15,NINA/NO DOC
4958748,362.99,34545.53,34640,12.25,Laingsburg,MI,48848,4958748,1,2,5/1/2006,4/1/2021,3/14/2006,10/1/2006,666,Y,174,350,180,4958748,0,6,FIXED,Y,N,0,20,100,OWNER OCCU,4958748,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4958750,1142.79,119678.58,120000,11,Spring Valley,CA,91977,4958750,1,2,5/1/2006,4/1/2021,3/8/2006,10/1/2006,668,N,174,353,180,4958750,0,6,FIXED,Y,N,0,25,95,OWNER OCCU,4958750,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,FULL/ALT
4956574,731.36,82252.34,82470,10.125,Johnstown,CO,80534,4956574,1,2,5/1/2006,4/1/2021,3/24/2006,10/1/2006,711,N,174,354,180,4956574,0,6,FIXED,Y,N,0,30,95,OWNER OCCU,4956574,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4958752,176.75,15273.97,15300,13.625,Garner,NC,27529,4958752,1,2,5/1/2006,4/1/2021,3/30/2006,10/1/2006,639,Y,174,352,180,4958752,0,6,FIXED,Y,N,0,20,95,OWNER OCCU,4958752,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4956784,758.23,85274.36,85500,10.125,Arlington,TX,76012,4956784,1,2,5/1/2006,4/1/2021,3/31/2006,10/1/2006,699,N,174,354,180,4956784,0,6,FIXED,Y,N,0,30,90,OWNER OCCU,4956784,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4958753,1038.24,99828.79,100000,12.125,Lombard,IL,60148,4958753,1,2,5/1/2006,4/1/2021,3/10/2006,10/1/2006,666,N,174,354,180,4958753,0,6,FIXED,Y,N,0,24.39,95,OWNER OCCU,4958753,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,NO RATIO
4958755,371.62,33254.37,33300,13.125,Cleveland Heights,OH,44118,4958755,2,2,5/1/2006,4/1/2021,3/14/2006,10/1/2006,632,N,174,354,180,4958755,0,6,FIXED,Y,N,0,15,90,OWNER OCCU,4958755,2-4 FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
4954521,384.15,36936.64,37000,12.125,Palmer Lake,CO,80133,4954521,1,2,5/1/2006,4/1/2021,3/24/2006,10/1/2006,767,N,174,354,180,4954521,0,6,FIXED,Y,N,0,20,94.99,INVESTOR,4954521,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4955289,622.38,67188.29,67350,10.625,Tempe,AZ,85283,4955289,1,2,5/1/2006,4/1/2021,3/28/2006,10/1/2006,690,N,174,354,180,4955289,0,6,FIXED,Y,N,0,29.93,100,OWNER OCCU,4955289,PUD,PURCHASE,FIXED BALLOON 30/15,FULL/ALT
4956576,109.04,10109.5,10125,12.625,Rawlins,WY,82301,4956576,1,2,5/1/2006,4/1/2021,3/20/2006,10/1/2006,728,N,174,354,180,4956576,0,6,FIXED,Y,N,0,15,95,INVESTOR,4956576,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4956577,140.71,13044.95,13065,12.625,Rawlins,WY,82301,4956577,1,2,5/1/2006,4/1/2021,3/20/2006,10/1/2006,728,N,174,354,180,4956577,0,6,FIXED,Y,N,0,15,95,INVESTOR,4956577,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4956841,1515.52,163677.15,164000,10.625,Walnut Creek,CA,94597,4956841,1,2,6/1/2006,5/1/2021,4/11/2006,10/1/2006,706,N,175,355,180,4956841,0,5,FIXED,Y,N,0,30,90,OWNER OCCU,4956841,CONDO,PURCHASE,FIXED BALLOON 30/15,NINA/NO DOC
4954436,683.6,72336.93,72500,10.875,Antioch,CA,94509,4954436,1,2,5/1/2006,4/1/2021,3/18/2006,10/1/2006,694,N,174,354,180,4954436,0,6,FIXED,Y,N,0,25,100,INVESTOR,4954436,PUD,CASHOUT REFI,FIXED BALLOON 30/15,NINA/NO DOC
4958758,496.43,52531.61,52650,10.875,Apopka,FL,32703,4958758,1,2,5/1/2006,4/1/2021,3/17/2006,10/1/2006,743,N,174,354,180,4958758,0,6,FIXED,Y,N,0,19.98,92.02,INVESTOR,4958758,PUD,PURCHASE,FIXED BALLOON 30/15,SIVA
4958759,203.66,21551.45,21600,10.875,Manchester,NH,3103,4958759,4,2,5/1/2006,4/1/2021,3/17/2006,10/1/2006,674,N,174,354,180,4958759,0,6,FIXED,Y,N,0,6,95,INVESTOR,4958759,2-4 FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
4955099,1813.72,171222.16,171500,12.375,Centreville,VA,20120,4955099,1,2,5/1/2006,4/1/2021,3/28/2006,10/1/2006,716,N,174,354,180,4955099,0,6,FIXED,Y,N,0,20,95,OWNER OCCU,4955099,PUD,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4957095,1429.77,138755.33,139000,12,Los Angeles,CA,90010,4957095,4,2,5/1/2006,4/1/2021,3/7/2006,10/1/2006,681,Y,174,354,180,4957095,0,6,FIXED,Y,N,0,20,90,OWNER OCCU,4957095,2-4 FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4954045,386.44,33619.22,34000,11,Missoula,MT,59803,4954045,1,2,6/1/2006,5/1/2021,4/17/2006,10/1/2006,672,N,175,175,180,4954045,0,5,FIXED,N,N,0,17.26,95,INVESTOR,4954045,SINGLE FAMILY,CASHOUT REFI,15 YR FIXED,FULL/ALT
4954449,97.14,10177.65,10200,11,Durham,NC,27701,4954449,1,2,5/1/2006,4/1/2021,3/29/2006,10/1/2006,708,N,174,354,180,4954449,0,6,FIXED,Y,N,0,15,95,INVESTOR,4954449,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4954055,224.06,18082.41,18300,12.375,Saint Petersburg,FL,33712,4954055,1,2,5/1/2006,4/1/2021,3/14/2006,10/1/2006,692,N,174,174,180,4954055,0,6,FIXED,N,N,0,15,90,INVESTOR,4954055,SINGLE FAMILY,PURCHASE,15 YR FIXED,SIVA
4954831,469.99,43196.58,43250,12.75,Indianapolis,IN,46280,4954831,1,2,6/1/2006,5/1/2021,4/3/2006,10/1/2006,797,N,175,355,180,4954831,0,5,FIXED,Y,N,0,25,100,OWNER OCCU,4954831,CONDO,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4958760,3733.93,399075.93,400000,10.75,Treasure Island,FL,33706,4958760,1,2,5/1/2006,4/1/2021,3/21/2006,10/1/2006,670,Y,174,354,180,4958760,0,6,FIXED,Y,N,0,18.26,100,OWNER OCCU,4958760,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4956579,224.92,25029.96,25100,10.25,Louisville,KY,40242,4956579,1,2,5/1/2006,4/1/2021,3/28/2006,10/1/2006,746,Y,174,354,180,4956579,0,6,FIXED,Y,N,0,30.61,99.16,OWNER OCCU,4956579,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4954298,1219.92,159890.89,160500,8.375,Silver Spring,MD,20901,4954298,1,2,5/1/2006,4/1/2021,3/14/2006,10/1/2006,738,N,174,354,180,4954298,0,6,FIXED,Y,N,0,30,94.95,OWNER OCCU,4954298,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,NINA/NO DOC
4955356,678.05,70372.5,70500,11.125,Chicago,IL,60612,4955356,2,2,6/1/2006,5/1/2021,4/18/2006,10/1/2006,765,N,175,355,180,4955356,0,5,FIXED,Y,N,0,30,100,OWNER OCCU,4955356,2-4 FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
4954289,1423.03,190889.95,191655,8.125,Marietta,GA,30062,4954289,1,2,5/1/2006,4/1/2021,3/23/2006,10/1/2006,685,N,174,354,180,4954289,0,6,FIXED,Y,N,0,20,95,OWNER OCCU,4954289,PUD,PURCHASE,FIXED BALLOON 30/15,SIVA
4958762,1173.5,118267.24,118500,11.5,Lynn,MA,1905,4958762,3,2,5/1/2006,4/1/2021,3/30/2006,10/1/2006,703,N,174,354,180,4958762,0,6,FIXED,Y,N,0,30,95,OWNER OCCU,4958762,2-4 FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4958763,671.57,61706.61,61800,12.75,Virginia Bch,VA,23462,4958763,1,2,5/1/2006,4/1/2021,3/15/2006,10/1/2006,634,N,174,354,180,4958763,0,6,FIXED,Y,N,0,20,90,OWNER OCCU,4958763,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4954528,387.72,36938.38,37000,12.25,Rosedale,MD,21237,4954528,1,2,5/1/2006,4/1/2021,3/28/2006,10/1/2006,674,N,174,354,180,4954528,0,6,FIXED,Y,N,0,20,100,INVESTOR,4954528,PUD,CASHOUT REFI,FIXED BALLOON 30/15,FULL/ALT
4955100,992.14,90356.84,90488,12.875,Fort Myers,FL,33913,4955100,1,2,5/1/2006,4/1/2021,3/31/2006,10/1/2006,661,N,174,354,180,4955100,0,6,FIXED,Y,N,0,20,100,OWNER OCCU,4955100,PUD,PURCHASE,FIXED BALLOON 30/15,NINA/NO DOC
4956887,1301.19,137689.66,138000,10.875,Knoxville,TN,37922,4956887,1,2,5/1/2006,4/1/2021,3/27/2006,10/1/2006,704,N,174,354,180,4956887,0,6,FIXED,Y,N,0,26.54,100,OWNER OCCU,4956887,PUD,CASHOUT REFI,FIXED BALLOON 30/15,NO RATIO
4955261,1017.19,110975.14,111200,10.5,Stafford,VA,22556,4955261,1,2,6/1/2006,5/1/2021,3/30/2006,10/1/2006,673,Y,175,355,180,4955261,0,5,FIXED,Y,N,0,28.66,100,OWNER OCCU,4955261,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,NO RATIO
4959210,1782.87,171425.96,171720,12.125,BRONX,NY,10469,4959210,3,2,5/1/2006,4/1/2021,3/28/2006,10/1/2006,698,N,174,354,180,4959210,0,6,FIXED,Y,N,0,30,100,OWNER OCCU,4959210,2-4 FAMILY,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4958767,333.23,31747.03,31800,12.25,Chicago,IL,60649,4958767,2,2,5/1/2006,4/1/2021,3/17/2006,10/1/2006,667,Y,174,354,180,4958767,0,6,FIXED,Y,N,0,30,94.97,OWNER OCCU,4958767,2-4 FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4954466,971.26,99751.3,100000,11.25,Linden,NJ,7036,4954466,2,2,5/1/2006,4/1/2021,3/31/2006,10/1/2006,757,N,174,353,180,4954466,0,6,FIXED,Y,N,0,25,100,INVESTOR,4954466,2-4 FAMILY,PURCHASE,FIXED BALLOON 30/15,NINA/NO DOC
4955101,559.45,52814.31,52900,12.375,Kissimmee,FL,34743,4955101,1,2,5/1/2006,4/1/2021,3/31/2006,10/1/2006,692,N,174,354,180,4955101,0,6,FIXED,Y,N,0,24.98,100,OWNER OCCU,4955101,PUD,PURCHASE,FIXED BALLOON 30/15,FULL/ALT
4955102,761.13,71853.4,71970,12.375,Peoria,AZ,85345,4955102,1,2,5/1/2006,4/1/2021,3/20/2006,10/1/2006,741,N,174,354,180,4955102,0,6,FIXED,Y,N,0,30,100,OWNER OCCU,4955102,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4955103,583.79,43708.09,43740,15.875,Saint Paul,MN,55104,4955103,1,2,5/1/2006,4/1/2021,3/16/2006,10/1/2006,669,N,174,354,180,4955103,0,6,FIXED,Y,N,0,20,100,OWNER OCCU,4955103,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4955543,557.64,52181.75,52250,12.5,Shirley,NY,11967,4955543,1,2,6/1/2006,5/1/2021,4/4/2006,10/1/2006,695,N,175,355,180,4955543,0,5,FIXED,Y,N,0,24.99,94.94,INVESTOR,4955543,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4958770,743.9,80308.98,80500,10.625,Edmonds,WA,98026,4958770,3,2,5/1/2006,4/1/2021,3/15/2006,10/1/2006,757,Y,174,354,180,4958770,0,6,FIXED,Y,N,0,20,88.07,INVESTOR,4958770,2-4 FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4958771,743.9,80308.98,80500,10.625,Edmonds,WA,98026,4958771,3,2,5/1/2006,4/1/2021,3/17/2006,10/1/2006,682,Y,174,354,180,4958771,0,6,FIXED,Y,N,0,20,100,INVESTOR,4958771,2-4 FAMILY,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4956582,571.75,64974.39,65151,10,Maricopa,AZ,85239,4956582,1,2,5/1/2006,4/1/2021,3/21/2006,10/1/2006,711,N,174,354,180,4956582,0,6,FIXED,Y,N,0,30,100,OWNER OCCU,4956582,PUD,PURCHASE,FIXED BALLOON 30/15,SIVA
4957205,1846.51,174365.48,174600,12.375,Huntley,IL,60142,4957205,1,2,6/1/2006,5/1/2021,4/4/2006,10/1/2006,665,N,175,355,180,4957205,0,5,FIXED,Y,N,0,30,92.96,OWNER OCCU,4957205,PUD,CASHOUT REFI,FIXED BALLOON 30/15,FULL/ALT
4958772,1382.55,143443.77,143750,11.125,Bend,OR,97701,4958772,1,2,5/1/2006,4/1/2021,3/8/2006,10/1/2006,671,Y,174,354,180,4958772,0,6,FIXED,Y,N,0,25,95,OWNER OCCU,4958772,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
4956583,630.68,71776.42,72630,9.875,Bellingham,WA,98226,4956583,3,2,5/1/2006,4/1/2021,3/20/2006,10/1/2006,723,N,174,336,180,4956583,0,6,FIXED,Y,N,0,30,100,OWNER OCCU,4956583,2-4 FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4958773,511.86,47931.04,48400,12.375,Sacramento,CA,95817,4958773,1,2,5/1/2006,4/1/2021,3/15/2006,10/1/2006,630,N,174,329,180,4958773,0,6,FIXED,Y,N,0,20,80,OWNER OCCU,4958773,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,NINA/NO DOC
4956584,651.26,74791.31,75000,9.875,King Of Prussia,PA,19406,4956584,1,2,5/1/2006,4/1/2021,3/16/2006,10/1/2006,695,N,174,354,180,4956584,0,6,FIXED,Y,N,0,14.29,90,OWNER OCCU,4956584,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
4958774,887.3,97754.7,98000,10.375,Modesto,CA,95355,4958774,1,2,5/1/2006,4/1/2021,3/23/2006,10/1/2006,695,N,174,354,180,4958774,0,6,FIXED,Y,N,0,20,100,OWNER OCCU,4958774,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,FULL/ALT
4956585,2545.8,268763.8,270000,10.875,Chula Vista,CA,91913,4956585,1,2,5/1/2006,4/1/2021,3/15/2006,10/1/2006,721,N,174,348,180,4956585,0,6,FIXED,Y,N,0,30,95,OWNER OCCU,4956585,PUD,PURCHASE,FIXED BALLOON 30/15,NINA/NO DOC
4954414,1365.21,145912.2,146250,10.75,Fresno,CA,93711,4954414,1,2,5/1/2006,4/1/2021,3/24/2006,10/1/2006,755,Y,174,354,180,4954414,0,6,FIXED,Y,N,0,25,99.47,INVESTOR,4954414,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4956885,382.81,40508.72,40600,10.875,Bakersfield,CA,93308,4956885,1,2,5/1/2006,4/1/2021,4/3/2006,10/1/2006,760,Y,174,354,180,4956885,0,6,FIXED,Y,N,0,20,89.44,INVESTOR,4956885,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4955232,857.86,94551.2,94748,10.375,Sultan,WA,98294,4955232,1,2,6/1/2006,5/1/2021,4/11/2006,10/1/2006,750,N,175,355,180,4955232,0,5,FIXED,Y,N,0,30,99.77,OWNER OCCU,4955232,PUD,PURCHASE,FIXED BALLOON 30/15,SIVA
4955538,1088.6,101866.76,102000,12.5,Richmond,CA,94801,4955538,1,2,6/1/2006,5/1/2021,4/6/2006,10/1/2006,669,N,175,355,180,4955538,0,5,FIXED,Y,N,0,20,100,OWNER OCCU,4955538,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,FULL/ALT
4958775,2036.66,182249.85,182500,13.125,Bellevue,WA,98004,4958775,1,2,5/1/2006,4/1/2021,3/22/2006,10/1/2006,666,N,174,354,180,4958775,0,6,FIXED,Y,N,0,25,100,OWNER OCCU,4958775,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4956586,351.94,45601.66,45771,8.5,Commercial Point,OH,43116,4956586,1,2,5/1/2006,4/1/2021,3/31/2006,10/1/2006,637,N,174,354,180,4956586,0,6,FIXED,Y,N,0,20,95,OWNER OCCU,4956586,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4955104,515.09,47329.36,47400,12.75,Silverton,OR,97381,4955104,1,2,5/1/2006,4/1/2021,3/29/2006,10/1/2006,768,N,174,354,180,4955104,0,6,FIXED,Y,N,0,30,95,OWNER OCCU,4955104,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,FULL/ALT
