LOANSKEY,Original LTV,Sales Price,Original Appraisal,Mortgage Insurance Coverage,Mortgage Insurance Company,Lender Paid Flag,FICO at Origination,Documentation,Self Employed Flag,Product Category,Purpose,Property,LOANSKEY,Occupancy,Units,Scheduled Balance,Original Balance,Pledge Balance,Origination Date,First Pay Day,Maturity Date,Cut off Date,Gross Current Coupon Rate,Servicing Fee Rate,Master Servicing Fee Rate,LOANSKEY,LPMI Fee Rate,State,City,Zip,Interest Only Flag,Balloon Flag,Jumbo Flag,Original IO Term,Original Term,Original Amortization Term,Original PNI Paypent,Current PNI Payment,LOANSKEY,Times 30 Days Delinquent in last 12 months,Times 60 Days Delinquent,Times 90 Days Delinquent,Prepay Flag/Term,Lien Position,Originator,Primary Servicer,Index,Initial Rate Adjustment Period,Subsequent Rate Adjustment Period,Initial Payment Adjustmen Period,Subsequent Payment Adjustment Period,LOANSKEY,First Rate Adjustment Date,First Payment Adjustment Date,Initial Periodic Cap,Subsequent Periodic Cap,Life Cap,Margin,Max Rate,Months to Next Rate Adjustment,Months to Next Pay Adjustment,Servicing Step Up,Step up Servicing Rate
279043,69.93,0,715000,0,No Insurance,N,813,Full Documentation,N,5 Year ARM,Cash-out Refinance,Planned unit developments,279043,Primary,1,482111.51,500000,0,9/20/2004,11/1/2004,10/1/2034,1/1/2007,4.75,0.25,0.0018,279043,0,California,BREA CA,92821,N,N,Jumbo,0,360,360,2608.24,"2,608.24",279043,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279043,10/1/2009,11/1/2009,5,2,5,2.25,9.75,33,34,N,0
279044,64.8,0,750000,0,No Insurance,N,676,Full Documentation,N,5 Year ARM,Cash-out Refinance,Planned unit developments,279044,Primary,1,468954.2,486000,0,8/4/2004,10/1/2004,9/1/2034,1/1/2007,5.125,0.25,0.0018,279044,0,California,PLACENTIA CA,92870,N,N,Jumbo,0,360,360,2646.21,"2,646.21",279044,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279044,9/1/2009,10/1/2009,5,2,5,2.25,10.13,32,33,N,0
279045,37.5,0,2000000,0,No Insurance,N,775,Full Documentation,N,5 Year ARM,Cash-out Refinance,Condo,279045,Primary,1,468330.89,750000,0,8/23/2004,10/1/2004,9/1/2034,1/1/2007,5.125,0.25,0.0018,279045,0,California,CORONA DEL MAR CA,92625,N,N,Jumbo,0,360,360,4083.65,"4,083.65",279045,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279045,9/1/2009,10/1/2009,5,2,5,2.25,10.13,32,33,N,0
279046,71.99,902965,905000,0,No Insurance,N,744,Simply Signature,N,5 Year ARM,Purchase,Planned unit developments,279046,Primary,1,625638.27,650000,0,10/15/2004,12/1/2004,11/1/2034,1/1/2007,4.625,0.25,0.0018,279046,0,California,SAN MARCOS CA,92078,N,N,Jumbo,0,360,360,3341.91,"3,341.91",279046,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279046,11/1/2009,12/1/2009,5,2,5,2.25,9.63,34,35,N,0
279047,66.37,1130000,1135000,0,No Insurance,N,826,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,279047,Primary,1,722877.65,750000,0,6/23/2004,9/1/2004,8/1/2034,1/1/2007,5.125,0.25,0.0018,279047,0,California,CUPERTINO CA,95014,N,N,Jumbo,0,360,360,4083.65,"4,083.65",279047,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279047,8/1/2009,9/1/2009,5,2,5,2.25,10.13,31,32,N,0
279048,75,0,1300000,0,No Insurance,N,774,Reduced - No Income Verification,N,5 Year ARM,Cash-out Refinance,Planned unit developments,279048,Primary,1,916526.31,975000,0,7/23/2004,9/1/2004,8/1/2034,1/1/2007,5,0.25,0.0018,279048,0,California,CORONA CA,92881,N,N,Jumbo,0,360,360,5234.01,"5,234.01",279048,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279048,8/1/2009,9/1/2009,5,2,5,2.25,10,31,32,N,0
279049,79.84,0,620000,0,No Insurance,N,735,Full Documentation,N,5 Year ARM,Cash-out Refinance,Single Family Residence,279049,Primary,1,476598.24,495000,0,5/21/2004,7/1/2004,6/1/2034,1/1/2007,5.375,0.25,0.0018,279049,0,California,HUNTINGTON BEACH CA,92647,N,N,Jumbo,0,360,360,2771.86,"2,771.86",279049,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279049,6/1/2009,7/1/2009,5,2,5,2.25,10.38,29,30,N,0
279051,58.5,0,1200000,0,No Insurance,N,766,Streamline,N,5 Year ARM,Rate-Term Refinance,Planned unit developments,279051,Primary,1,663139.29,702000,0,6/8/2004,8/1/2004,7/1/2034,1/1/2007,4.875,0.25,0.0018,279051,0,California,TRABUCO CANYON CA,92679,N,N,Jumbo,0,360,360,3715.04,"3,715.04",279051,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279051,7/1/2009,8/1/2009,5,2,5,2.25,9.88,30,31,N,0
279052,74.25,0,800000,0,No Insurance,N,750,Reduced - No Income Verification,Y,5 Year ARM,Rate-Term Refinance,Single Family Residence,279052,Primary,1,570747.76,594000,0,6/9/2004,8/1/2004,7/1/2034,1/1/2007,4.875,0.25,0.0018,279052,0,California,COSTA MESA CA,92627,N,N,Jumbo,0,360,360,3143.5,"3,143.50",279052,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279052,7/1/2009,8/1/2009,5,2,5,2.25,9.88,30,31,N,0
279053,73.63,0,800000,0,No Insurance,N,750,Full Documentation,N,5 Year ARM,Rate-Term Refinance,Single Family Residence,279053,Primary,1,563552.64,589000,0,5/5/2004,7/1/2004,6/1/2034,1/1/2007,4.5,0.25,0.0018,279053,0,California,LOS ANGELES CA,90068,N,N,Jumbo,0,360,360,2984.38,"2,984.38",279053,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279053,6/1/2009,7/1/2009,5,2,5,2.25,9.5,29,30,N,0
279054,72.73,0,825000,0,No Insurance,N,687,Full Documentation,N,5 Year ARM,Rate-Term Refinance,Single Family Residence,279054,Primary,1,568628.04,600000,0,5/5/2004,7/1/2004,6/1/2034,1/1/2007,4.5,0.25,0.0018,279054,0,California,YORBA LINDA CA,92886,N,N,Jumbo,0,360,360,3040.11,"3,040.11",279054,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279054,6/1/2009,7/1/2009,5,2,5,2.25,9.5,29,30,N,0
279055,52.33,0,1200000,0,No Insurance,N,765,Full Documentation,N,5 Year ARM,Cash-out Refinance,Planned unit developments,279055,Primary,1,599703.48,628000,0,4/29/2004,7/1/2004,6/1/2034,1/1/2007,4.25,0.25,0.0018,279055,0,California,YORBA LINDA CA,92886,N,N,Jumbo,0,360,360,3089.38,"3,089.38",279055,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279055,6/1/2009,7/1/2009,5,2,5,2.25,9.25,29,30,N,0
279056,22.61,0,2800000,0,No Insurance,N,798,Streamline,N,5 Year ARM,Rate-Term Refinance,Planned unit developments,279056,Primary,1,603877.16,633000,0,5/17/2004,7/1/2004,6/1/2034,1/1/2007,4.125,0.25,0.0018,279056,0,California,NEWPORT BEACH CA,92660,N,N,Jumbo,0,360,360,3067.83,"3,067.83",279056,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279056,6/1/2009,7/1/2009,5,2,5,2.25,9.13,29,30,N,0
279058,65.36,0,830000,0,No Insurance,N,775,Streamline,N,5 Year ARM,Cash-out Refinance,Planned unit developments,279058,Primary,1,518562.94,542500,0,5/11/2004,7/1/2004,6/1/2034,1/1/2007,4.375,0.25,0.0018,279058,0,California,COTO DE CAZA CA,92679,N,N,Jumbo,0,360,360,2708.62,"2,708.62",279058,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279058,6/1/2009,7/1/2009,5,2,5,2.25,9.38,29,30,N,0
279059,20.45,0,4400000,0,No Insurance,N,738,Streamline,Y,5 Year ARM,Cash-out Refinance,Single Family Residence,279059,Secondary,1,858063.95,900000,0,4/20/2004,6/1/2004,5/1/2034,1/1/2007,4.25,0.25,0.0018,279059,0,California,MALIBU CA,90265,N,N,Jumbo,0,360,360,4427.46,"4,427.46",279059,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279059,5/1/2009,6/1/2009,5,2,5,2.25,9.25,28,29,N,0
279060,64.03,0,1000000,0,No Insurance,N,738,Streamline,N,5 Year ARM,Rate-Term Refinance,Planned unit developments,279060,Primary,1,610184.89,640280,0,4/19/2004,6/1/2004,5/1/2034,1/1/2007,4.25,0.25,0.0018,279060,0,California,NEWPORT BEACH CA,92625,N,N,Jumbo,0,360,360,3149.79,"3,149.79",279060,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279060,5/1/2009,6/1/2009,5,2,5,2.25,9.25,28,29,N,0
279061,66.74,0,899000,0,No Insurance,N,826,Full Documentation,Y,5 Year ARM,Cash-out Refinance,Single Family Residence,279061,Primary,1,219863.79,600000,0,4/13/2005,6/1/2005,5/1/2035,1/1/2007,5.5,0.25,0.0018,279061,0,California,HUNTINGTON BEACH CA,92646,N,N,Jumbo,0,360,360,3406.73,"3,406.73",279061,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279061,5/1/2010,6/1/2010,5,2,5,2.25,10.5,40,41,N,0
279062,27.63,0,4878000,0,No Insurance,N,782,Full Documentation,Y,5 Year ARM,Cash-out Refinance,Planned unit developments,279062,Primary,1,1314068.86,1348000,0,3/2/2005,5/1/2005,4/1/2035,1/1/2007,5.25,0.25,0.0018,279062,0,California,NEWPORT COAST CA,92657,N,N,Jumbo,0,360,360,7443.71,"7,443.71",279062,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279062,4/1/2010,5/1/2010,5,2,5,2.5,10.25,39,40,N,0
279063,75,1875000,1875000,0,No Insurance,N,775,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,279063,Primary,1,1368252.08,1406250,0,2/24/2005,4/1/2005,3/1/2035,1/1/2007,5.125,0.25,0.0018,279063,0,California,MONTARA CA,94037,N,N,Jumbo,0,360,360,7656.85,"7,656.85",279063,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279063,3/1/2010,4/1/2010,5,2,5,2.5,10.13,38,39,N,0
279064,65,1100000,1100000,0,No Insurance,N,817,Full Documentation,N,5 Year ARM,Purchase,Condo,279064,Secondary,1,690416.36,715000,0,10/14/2004,12/1/2004,11/1/2034,1/1/2007,4.75,0.25,0.0018,279064,0,California,SAN CLEMENTE CA,92672,N,N,Jumbo,0,360,360,3729.78,"3,729.78",279064,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279064,11/1/2009,12/1/2009,5,2,5,2.25,9.75,34,35,N,0
279066,67.42,0,749000,0,No Insurance,N,719,Reduced - No Income Verification,Y,5 Year ARM,Cash-out Refinance,Planned unit developments,279066,Primary,1,481178.3,505000,0,4/22/2004,6/1/2004,5/1/2034,1/1/2007,5,0.25,0.0018,279066,0,California,ORANGE CA,92869,N,N,Jumbo,0,360,360,2710.95,"2,710.95",279066,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279066,5/1/2009,6/1/2009,5,2,5,2.25,10,28,29,N,0
279067,70,1455000,1455000,0,No Insurance,N,765,Full Documentation,Y,5 Year ARM,Purchase,Planned unit developments,279067,Secondary,1,977216.32,1018500,0,5/20/2004,7/1/2004,6/1/2034,1/1/2007,4.875,0.25,0.0018,279067,0,California,RANCHO MIRAGE CA,92270,N,N,Jumbo,0,360,360,5389.99,"5,389.99",279067,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279067,6/1/2009,7/1/2009,5,2,5,2.25,9.88,29,30,N,0
279068,80,665000,665000,0,No Insurance,N,818,Simply Signature,N,5 Year ARM,Purchase,Single Family Residence,279068,Primary,1,506378.63,532000,0,8/25/2004,10/1/2004,9/1/2034,1/1/2007,5,0.25,0.0018,279068,0,California,ARCADIA CA,91007,N,N,Jumbo,0,360,360,2855.89,"2,855.89",279068,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279068,9/1/2009,10/1/2009,5,2,5,2.25,10,32,33,N,0
279072,66.75,0,945000,0,No Insurance,N,791,Full Documentation,N,5 Year ARM,Cash-out Refinance,Planned unit developments,279072,Primary,1,613688.42,630800,0,1/6/2005,3/1/2005,2/1/2035,1/1/2007,5.375,0.25,0.0018,279072,0,California,SAN DIEGO CA,92131,N,N,Jumbo,0,360,360,3532.3,"3,532.30",279072,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279072,2/1/2010,3/1/2010,5,2,5,2.25,10.38,37,38,N,0
279073,80,660000,682000,0,No Insurance,N,806,Simply Signature,Y,5 Year ARM,Purchase,Single Family Residence,279073,Primary,1,509361.01,528000,0,10/12/2004,12/1/2004,11/1/2034,1/1/2007,4.625,0.25,0.0018,279073,0,California,SAN DIEGO CA,92102,N,N,Jumbo,0,360,360,2714.66,"2,714.66",279073,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279073,11/1/2009,12/1/2009,5,2,5,2.25,9.63,34,35,N,0
279074,62.5,0,1600000,0,No Insurance,N,801,Full Documentation,N,5 Year ARM,Rate-Term Refinance,Single Family Residence,279074,Primary,1,954941.67,1000000,0,5/12/2004,7/1/2004,6/1/2034,1/1/2007,4.25,0.25,0.0018,279074,0,California,SAN FRANCISCO CA,94114,N,N,Jumbo,0,360,360,4919.4,"4,919.40",279074,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279074,6/1/2009,7/1/2009,5,2,5,2.25,9.25,29,30,N,0
279080,80,1700000,1700000,0,No Insurance,N,780,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,279080,Primary,1,1329589.34,1360000,0,3/31/2005,6/1/2005,5/1/2035,1/1/2007,5.625,0.25,0.0018,279080,0,California,PASADENA CA,91105,N,N,Jumbo,0,360,360,7828.93,"7,828.93",279080,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279080,5/1/2010,6/1/2010,5,2,5,2.5,10.63,40,41,N,0
279081,80,627000,640000,0,No Insurance,N,782,Simply Signature,Y,5 Year ARM,Purchase,Condo,279081,Primary,1,482311.59,501600,0,2/24/2005,4/1/2005,3/1/2035,1/1/2007,5.25,0.25,0.0018,279081,0,California,LOS ANGELES CA,90004,N,N,Jumbo,0,360,360,2769.85,"2,769.85",279081,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279081,3/1/2010,4/1/2010,5,2,5,2.25,10.25,38,39,N,0
279083,35.29,0,3440000,0,No Insurance,N,762,Reduced - No Income Verification,Y,5 Year ARM,Rate-Term Refinance,Single Family Residence,279083,Primary,1,1173931.15,1214000,0,12/29/2004,2/1/2005,1/1/2035,1/1/2007,4.5,0.25,0.0018,279083,0,California,LOS ANGELES CA,90024,N,N,Jumbo,0,360,360,6151.16,"6,151.16",279083,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279083,1/1/2010,2/1/2010,5,2,5,2.5,9.5,36,37,N,0
279084,78.02,0,810000,0,No Insurance,N,746,Full Documentation,N,5 Year ARM,Cash-out Refinance,Single Family Residence,279084,Primary,1,613304.78,632000,0,1/19/2005,3/1/2005,2/1/2035,1/1/2007,4.875,0.25,0.0018,279084,0,California,BEVERLY HILLS CA,90210,N,N,Jumbo,0,360,360,3344.6,"3,344.60",279084,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279084,2/1/2010,3/1/2010,5,2,5,2.25,9.88,37,38,N,0
279085,63.33,0,2100000,0,No Insurance,N,708,Full Documentation,Y,5 Year ARM,Cash-out Refinance,Single Family Residence,279085,Primary,1,1293170.67,1330000,0,1/12/2005,3/1/2005,2/1/2035,1/1/2007,5.25,0.25,0.0018,279085,0,California,GLENDALE CA,91206,N,N,Jumbo,0,360,360,7344.31,"7,344.31",279085,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279085,2/1/2010,3/1/2010,5,2,5,2.5,10.25,37,38,N,0
279086,65.9,0,830000,0,No Insurance,N,798,Streamline,N,5 Year ARM,Cash-out Refinance,Condo,279086,Primary,1,528235.39,547000,0,11/16/2004,1/1/2005,12/1/2034,1/1/2007,4.875,0.25,0.0018,279086,0,California,MARINA DEL REY CA,90292,N,N,Jumbo,0,360,360,2894.77,"2,894.77",279086,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279086,12/1/2009,1/1/2010,5,2,5,2.25,9.88,35,36,N,0
279087,71.1,0,800000,0,No Insurance,N,822,Full Documentation,Y,5 Year ARM,Rate-Term Refinance,Single Family Residence,279087,Primary,1,542296.53,568800,0,4/21/2004,6/1/2004,5/1/2034,1/1/2007,4.25,0.25,0.0018,279087,0,California,LOS ANGELES CA,90027,N,N,Jumbo,0,360,360,2798.15,"2,798.15",279087,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279087,5/1/2009,6/1/2009,5,2,5,2.25,9.25,28,29,N,0
279088,68.7,0,1310000,0,No Insurance,N,638,Full Documentation,N,5 Year ARM,Cash-out Refinance,Planned unit developments,279088,Primary,1,870927.86,900000,0,12/3/2004,2/1/2005,1/1/2035,1/1/2007,4.625,0.25,0.0018,279088,0,California,OAK PARK CA,91377,N,N,Jumbo,0,360,360,4627.26,"4,627.26",279088,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279088,1/1/2010,2/1/2010,5,2,5,2.25,9.63,36,37,N,0
279089,63.56,0,2360000,0,No Insurance,N,770,Full Documentation,N,5 Year ARM,Rate-Term Refinance,Planned unit developments,279089,Primary,1,1442176.3,1500000,0,11/19/2004,1/1/2005,12/1/2034,1/1/2007,4.625,0.25,0.0018,279089,0,California,WESTLAKE VILLAGE CA,91361,N,N,Jumbo,0,360,360,7712.09,"7,712.09",279089,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279089,12/1/2009,1/1/2010,5,2,5,2.5,9.63,35,36,N,0
279090,74.09,0,1150000,0,No Insurance,N,707,Full Documentation,Y,5 Year ARM,Rate-Term Refinance,Planned unit developments,279090,Primary,1,823275.65,852000,0,11/15/2004,1/1/2005,12/1/2034,1/1/2007,4.625,0.25,0.0018,279090,0,California,WESTLAKE VILLAGE CA,91361,N,N,Jumbo,0,360,360,4380.47,"4,380.47",279090,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279090,12/1/2009,1/1/2010,5,2,5,2.25,9.63,35,36,N,0
279091,77.33,0,825000,0,No Insurance,N,797,Streamline,N,5 Year ARM,Rate-Term Refinance,Single Family Residence,279091,Primary,1,616063.88,638000,0,10/21/2004,12/1/2004,11/1/2034,1/1/2007,4.75,0.25,0.0018,279091,0,California,PASADENA CA,91106,N,N,Jumbo,0,360,360,3328.11,"3,328.11",279091,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279091,11/1/2009,12/1/2009,5,2,5,2.25,9.75,34,35,N,0
279092,75,849000,850000,0,No Insurance,N,724,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,279092,Primary,1,615282.18,636750,0,11/4/2004,1/1/2005,12/1/2034,1/1/2007,4.625,0.25,0.0018,279092,0,California,PASADENA CA,91103,N,N,Jumbo,0,360,360,3273.78,"3,273.78",279092,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279092,12/1/2009,1/1/2010,5,2,5,2.25,9.63,35,36,N,0
279093,16.89,0,5300000,0,No Insurance,N,779,Full Documentation,N,5 Year ARM,Rate-Term Refinance,Single Family Residence,279093,Secondary,1,858009,895000,0,9/22/2004,11/1/2004,10/1/2034,1/1/2007,4.875,0.25,0.0018,279093,0,California,PASADENA CA,91103,N,N,Jumbo,0,360,360,4736.41,"4,736.41",279093,1,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279093,10/1/2009,11/1/2009,5,2,5,2.25,9.88,33,34,N,0
279094,64.22,1090000,1100000,0,No Insurance,N,743,Simply Signature,N,5 Year ARM,Purchase,Single Family Residence,279094,Primary,1,668087.98,700000,0,9/20/2004,11/1/2004,10/1/2034,1/1/2007,4.75,0.25,0.0018,279094,0,California,SANTA MONICA CA,90405,N,N,Jumbo,0,360,360,3651.53,"3,651.53",279094,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279094,10/1/2009,11/1/2009,5,2,5,2.25,9.75,33,34,N,0
279095,55.78,0,1255000,0,No Insurance,N,664,Reduced - No Income Verification,N,5 Year ARM,Cash-out Refinance,Single Family Residence,279095,Primary,1,676461.58,700000,0,9/24/2004,11/1/2004,10/1/2034,1/1/2007,5.125,0.25,0.0018,279095,0,California,WEST HOLLYWOOD CA,90069,N,N,Jumbo,0,360,360,3811.41,"3,811.41",279095,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279095,10/1/2009,11/1/2009,5,2,5,2.25,10.13,33,34,N,0
279097,80,1220000,1220000,0,No Insurance,N,777,Full Documentation,Y,5 Year ARM,Purchase,Single Family Residence,279097,Secondary,1,930023.74,976000,0,10/18/2004,12/1/2004,11/1/2034,1/1/2007,4.5,0.25,0.0018,279097,0,California,LAGUNA BEACH CA,92651,N,N,Jumbo,0,360,360,4945.25,"4,945.25",279097,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279097,11/1/2009,12/1/2009,5,2,5,2.25,9.5,34,35,N,0
279098,80,605000,605000,0,No Insurance,N,721,Full Documentation,N,5 Year ARM,Purchase,Condo,279098,Primary,1,466765.34,484000,0,8/25/2004,10/1/2004,9/1/2034,1/1/2007,5,0.25,0.0018,279098,0,California,SANTA MONICA CA,90404,N,N,Jumbo,0,360,360,2598.22,"2,598.22",279098,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279098,9/1/2009,10/1/2009,5,2,5,2.25,10,32,33,N,0
279099,75,1120000,1120000,0,No Insurance,N,775,Full Documentation,N,5 Year ARM,Purchase,Planned unit developments,279099,Primary,1,809436.84,840000,0,7/23/2004,10/1/2004,9/1/2034,1/1/2007,4.875,0.25,0.0018,279099,0,California,SOUTH PASADENA CA,91030,N,N,Jumbo,0,360,360,4445.35,"4,445.35",279099,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279099,9/1/2009,10/1/2009,5,2,5,2.25,9.88,32,33,N,0
279100,58.08,835000,835000,0,No Insurance,N,791,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,279100,Secondary,1,468575.12,485000,0,7/6/2004,9/1/2004,8/1/2034,1/1/2007,5.5,0.25,0.0018,279100,0,Utah,PARK CITY UT,84060,N,N,Jumbo,0,360,360,2753.78,"2,753.78",279100,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279100,8/1/2009,9/1/2009,5,2,5,2.25,10.5,31,32,N,0
279102,55.8,0,1500000,0,No Insurance,N,785,Full Documentation,N,5 Year ARM,Rate-Term Refinance,Single Family Residence,279102,Primary,1,805619.29,837000,0,5/25/2004,8/1/2004,7/1/2034,1/1/2007,5.125,0.25,0.0018,279102,0,California,LOS ANGELES CA,90049,N,N,Jumbo,0,360,360,4557.36,"4,557.36",279102,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279102,7/1/2009,8/1/2009,5,2,5,2.25,10.13,30,31,N,0
279103,21.05,0,3800000,0,No Insurance,N,764,Full Documentation,Y,5 Year ARM,Cash-out Refinance,Single Family Residence,279103,Primary,1,771989.58,800000,0,9/3/2004,11/1/2004,10/1/2034,1/1/2007,4.875,0.25,0.0018,279103,0,California,PACIFIC PALISADES CA,90272,N,N,Jumbo,0,360,360,4233.67,"4,233.67",279103,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279103,10/1/2009,11/1/2009,5,2,5,2.25,9.88,33,34,N,0
279104,50.61,0,1225000,0,No Insurance,N,759,Full Documentation,N,5 Year ARM,Rate-Term Refinance,Single Family Residence,279104,Primary,1,598292.04,620000,0,9/1/2004,11/1/2004,10/1/2034,1/1/2007,4.875,0.25,0.0018,279104,0,California,RANCHO PALOS VERD CA,90275,N,N,Jumbo,0,360,360,3281.09,"3,281.09",279104,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279104,10/1/2009,11/1/2009,5,2,5,2.25,9.88,33,34,N,0
279105,68.38,0,1050000,0,No Insurance,N,787,Full Documentation,Y,5 Year ARM,Rate-Term Refinance,Single Family Residence,279105,Primary,1,691875.4,718000,0,8/23/2004,10/1/2004,9/1/2034,1/1/2007,4.875,0.25,0.0018,279105,0,California,ALTADENA CA,91001,N,N,Jumbo,0,360,360,3799.72,"3,799.72",279105,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279105,9/1/2009,10/1/2009,5,2,5,2.25,9.88,32,33,N,0
279106,65,1462500,1515000,0,No Insurance,N,718,Full Documentation,Y,5 Year ARM,Purchase,Single Family Residence,279106,Secondary,1,920668.37,950625,0,10/22/2004,12/1/2004,11/1/2034,1/1/2007,5.25,0.25,0.0018,279106,0,California,MANHATTAN BEACH CA,90266,N,N,Jumbo,0,360,360,5249.39,"5,249.39",279106,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279106,11/1/2009,12/1/2009,5,2,5,2.25,10.25,34,35,N,0
279107,80,750000,755000,0,No Insurance,N,711,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,279107,Primary,1,572042.6,600000,0,4/26/2004,6/1/2004,5/1/2034,1/1/2007,4.25,0.25,0.0018,279107,0,California,LOS ANGELES CA,90056,N,N,Jumbo,0,360,360,2951.64,"2,951.64",279107,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,279107,5/1/2009,6/1/2009,5,2,5,2.25,9.25,28,29,N,0
