GSANUM,ABSDELQ,ACAP,ACTBAL,AGE,APPR,ARMFLAG,ASOFDATE,ATERM,BALLFLAG,GSANUM,CITY,DTI,EMPLOY,FACAP,FDUEDATE,FHFLAG,FICO,FPCDT,FRADJPER,GSANUM,FRCDT,FRECAST,GROUP,GS_INDEXLIT,GS_PPLIT,GSOLTV,INCOME,IOFLAG,IOTERM,GSANUM,IRATE,LCAP,LIEN,LPMIFEE,LPMIFLAG,MARGIN,MAXRATE,MDATE,MICOLIT,MICOV,MIFLAG,MINOPI,MINRATE,GSANUM,MTM_DOCLIT,MTM_OCCLIT,MTM_ORIGINATOR,MTM_PRODLIT,MTM_PROPLIT,GSANUM,MTM_PURPLIT,MTR,NEGAMFLAG,NEGAMLIMIT,NPCDT,NRATE,NRCDT,OATERM,OBAL,GSANUM,ODATE,OPI,ORATE,OTERM,PBAL,PCAP,PDATE,PI,PPOFLAG,PPOTERM,PRICE,GSANUM,RADJPER,RATE,RECAST,RTERM,SCHEDBAL,MTM_SERVICER,SILENT,SPCOLTV,SRLIEN,STATE,SUBLIEN,GSANUM,TRATE,TTERM,UNITS,ZIP
6685958,CURRENT,1.5,697434.11,2,775000,ARM,3/1/2007,598,Y,6685958,GIBBSBORO,34.83,N,2,2/1/2007,N,583,2/1/2009,24,6685958,1/1/2009,,GROUP2,6ML,NA,90,21196.72,N,0,6685958,,7,1,0,N,6.3,15.75,1/1/2037,,0,N,,8.75,6685958,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 50/30,SINGLE FAMILY,6685958,CASHOUT REFI,22,N,0,2/1/2009,8.24,1/1/2009,600,697500,6685958,12/23/2006,5151.83,8.75,360,697367.74,,2/1/2007,5151.83,N,0,0,6685958,6,8.75,,358,697367.74,AVELO,N,90,0,NJ,0,6685958,,0,1,8026
6685127,CURRENT,1.5,205149.93,2,228000,ARM,3/1/2007,478,Y,6685127,TACOMA,39.68,N,2,2/1/2007,N,538,2/1/2009,24,6685127,1/1/2009,,GROUP1,6ML,HE6MO80PCT,90,4818.73,N,0,6685127,,7,1,0,N,6.05,15.55,1/1/2037,,0,N,,8.55,6685127,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 40/30,SINGLE FAMILY,6685127,CASHOUT REFI,22,N,0,2/1/2009,8.04,1/1/2009,480,205200,6685127,12/15/2006,1512.12,8.55,360,205099.5,,2/1/2007,1512.12,Y,24,0,6685127,6,8.55,,358,205099.5,AVELO,N,90,0,WA,0,6685127,,0,1,98409
6685823,CURRENT,1.5,459689.5,4,575000,ARM,3/1/2007,476,Y,6685823,OCEANSIDE,49.48,N,2,12/1/2006,N,551,12/1/2008,24,6685823,11/1/2008,,GROUP2,6ML,HE6MO80PCT,80,8352.76,N,0,6685823,,7,1,0,N,7.35,15.85,11/1/2036,,0,N,,8.85,6685823,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 40/30,SINGLE FAMILY,6685823,CASHOUT REFI,20,N,0,12/1/2008,8.34,11/1/2008,480,460000,6685823,10/4/2006,3495.24,8.85,360,459584.47,,2/1/2007,3495.24,Y,12,0,6685823,6,8.85,,356,459584.47,AVELO,N,80,0,CA,0,6685823,,0,1,92056
6686449,CURRENT,0,77000,1,113000,FIXED,3/1/2007,359,N,6686449,PHILADELPHIA,29.17,N,0,3/1/2007,N,600,00/00/0000,0,6686449,00/00/0000,,GROUP1,,HE6MO80PCT,68.14,2800,N,0,6686449,,0,1,0,N,0,0,2/1/2037,,0,N,,0,6686449,STATED DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,SINGLE FAMILY,6686449,CASHOUT REFI,0,N,0,00/00/0000,9.39,00/00/0000,360,77000,6686449,1/9/2007,670.05,9.9,360,76965.2,,2/1/2007,670.05,Y,36,0,6686449,0,9.9,,359,76965.2,AVELO,N,68.14,0,PA,0,6686449,,0,1,19124
6688209,CURRENT,1.5,349824.18,2,500000,ARM,3/1/2007,358,N,6688209,WHITESTONE,29.05,Y,2,2/1/2007,N,525,2/1/2009,24,6688209,1/1/2009,,GROUP1,6ML,HE6MO80PCT,70,11258.33,N,0,6688209,,7,1,0,N,6.3,16.4,1/1/2037,,0,N,,9.4,6688209,STATED DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM,SINGLE FAMILY,6688209,CASHOUT REFI,22,N,0,2/1/2009,8.89,1/1/2009,360,350000,6688209,12/8/2006,2917.49,9.4,360,349646.98,,2/1/2007,2917.49,Y,12,0,6688209,6,9.4,,358,349646.98,AVELO,N,70,0,NY,0,6688209,,0,1,11357
6686147,CURRENT,0,49913.41,1,110000,FIXED,3/1/2007,239,N,6686147,MESQUITE,46.91,N,0,3/1/2007,N,564,00/00/0000,0,6686147,00/00/0000,,GROUP1,,NA,45.45,2088.75,N,0,6686147,,0,1,0,N,0,0,2/1/2027,,0,N,,0,6686147,FULL DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,SINGLE FAMILY,6686147,CASHOUT REFI,0,N,0,00/00/0000,7.33,00/00/0000,240,50000,6686147,1/12/2007,413.26,7.84,240,49913.41,,3/1/2007,413.26,N,0,0,6686147,0,7.84,,239,49913.41,AVELO,N,45.45,0,TX,0,6686147,,0,1,75150
6687101,CURRENT,1.5,138799.99,1,174000,ARM,3/1/2007,0,N,6687101,CORDOVA,43.68,N,2,3/1/2007,Y,622,3/1/2009,24,6687101,2/1/2009,,GROUP2,6ML,HE6MO80PCT,80,5408,Y,60,6687101,,7,1,0,N,5.9,14.675,2/1/2037,,0,N,,7.675,6687101,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM IO,SINGLE FAMILY,6687101,PURCHASE,23,N,0,3/1/2009,7.165,2/1/2009,360,138800,6687101,1/12/2007,887.75,7.675,360,138799.99,,3/1/2007,887.75,Y,24,173500,6687101,6,7.675,,359,138799.99,AVELO,Y,100,0,TN,34700,6687101,,0,1,38018
6687469,CURRENT,1.5,187200,1,208000,ARM,3/1/2007,479,Y,6687469,BARTOW,47.11,N,2,3/1/2007,N,520,3/1/2009,24,6687469,2/1/2009,,GROUP1,6ML,HE6MO80PCT,90,4193.36,N,0,6687469,,7,1,0,N,6.25,16.5,2/1/2037,,0,N,,9.5,6687469,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 40/30,SINGLE FAMILY,6687469,CASHOUT REFI,23,N,0,3/1/2009,8.99,2/1/2009,480,187200,6687469,1/10/2007,1516.44,9.5,360,187165.56,,2/1/2007,1516.44,Y,24,0,6687469,6,9.5,,359,187165.56,AVELO,N,90,0,FL,0,6687469,,0,1,33830
6684485,CURRENT,1.5,97463.58,4,130000,ARM,3/1/2007,476,Y,6684485,GALVESTON,39.36,N,2,12/1/2006,N,559,12/1/2008,24,6684485,11/1/2008,,GROUP1,6ML,HE6MO80PCT,75,5000,N,0,6684485,,7,1,0,N,6.75,17.95,11/1/2036,,0,N,,10.95,6684485,STATED DOC,INVESTOR,NEW CENTURY,2 YR ARM BALLOON 40/30,2 FAMILY,6684485,CASHOUT REFI,20,N,0,12/1/2008,10.44,11/1/2008,480,97500,6684485,10/20/2006,901.21,10.95,360,97451.73,,2/1/2007,901.21,Y,24,0,6684485,6,10.95,,356,97451.73,AVELO,N,75,0,TX,0,6684485,,0,2,77550
6685017,CURRENT,1.5,185975.52,2,186000,ARM,3/1/2007,478,Y,6685017,ANTIOCH,42.4,N,2,2/1/2007,N,603,2/1/2009,24,6685017,1/1/2009,,GROUP1,6ML,NA,100,8083.33,N,0,6685017,,7,1,0,N,5,17.6,1/1/2037,,0,N,,10.6,6685017,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 40/30,SINGLE FAMILY,6685017,CASHOUT REFI,22,N,0,2/1/2009,10.09,1/1/2009,480,186000,6685017,12/1/2006,1667.48,10.6,360,185950.82,,2/1/2007,1667.48,N,0,0,6685017,6,10.6,,358,185950.82,AVELO,N,100,0,IL,0,6685017,,0,1,60002
6686871,CURRENT,1.5,116000,1,145000,ARM,3/1/2007,359,N,6686871,OCALA,29.7,N,2,3/1/2007,Y,622,3/1/2009,24,6686871,2/1/2009,,GROUP2,6ML,HE6MO80PCT,80,5760,N,0,6686871,,7,1,0,N,6.05,15.175,2/1/2037,,0,N,,8.175,6686871,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM,SINGLE FAMILY,6686871,PURCHASE,23,N,0,3/1/2009,7.665,2/1/2009,360,116000,6686871,1/19/2007,865.37,8.175,360,115924.88,,2/1/2007,865.37,Y,24,145000,6686871,6,8.175,,359,115924.88,AVELO,Y,100,0,FL,29000,6686871,,0,1,34479
6686803,CURRENT,1.5,110000,1,150000,ARM,3/1/2007,359,N,6686803,PHILADELPHIA,20.45,Y,2,3/1/2007,N,511,3/1/2009,24,6686803,2/1/2009,,GROUP1,6ML,HE6MO80PCT,73.33,5404,N,0,6686803,,7,1,0,N,6.3,16.638,2/1/2037,,0,N,,9.638,6686803,STATED DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM,SINGLE FAMILY,6686803,CASHOUT REFI,23,N,0,3/1/2009,9.128,2/1/2009,360,110000,6686803,1/10/2007,936.04,9.638,360,109947.44,,2/1/2007,936.04,Y,24,0,6686803,6,9.638,,359,109947.44,AVELO,N,73.33,0,PA,0,6686803,,0,1,19126
6683989,CURRENT,0,48327.25,4,242000,FIXED,3/1/2007,356,N,6683989,MIRAMAR,47.55,N,0,12/1/2006,Y,667,00/00/0000,0,6683989,00/00/0000,,GROUP2,,HE6MO80PCT,20,7645.51,N,0,6683989,,0,2,0,N,0,0,11/1/2036,,0,N,,0,6683989,FULL DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,SINGLE FAMILY,6683989,PURCHASE,0,N,0,00/00/0000,8.94,00/00/0000,360,48400,6683989,10/31/2006,405.21,9.45,360,48302.62,,2/1/2007,405.21,Y,36,242000,6683989,0,9.45,,356,48302.62,AVELO,N,100,193600,FL,0,6683989,,0,1,33023
6685015,CURRENT,1.5,185267.23,5,265000,ARM,3/1/2007,355,N,6685015,TALLAHASSEE,41.85,N,2,11/1/2006,N,515,11/1/2008,24,6685015,10/1/2008,,GROUP1,6ML,HE6MO80PCT,70,5099.77,N,0,6685015,,7,1,0,N,7.45,18.65,10/1/2036,,0,N,,11.65,6685015,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM,PUD,6685015,RATE/TERM REFI,19,N,0,11/1/2008,11.14,10/1/2008,360,185500,6685015,9/7/2006,1858.25,11.65,360,185207.62,,2/1/2007,1858.25,Y,24,0,6685015,6,11.65,,355,185207.62,AVELO,N,70,0,FL,0,6685015,,0,1,32309
6686427,CURRENT,1.5,75600,1,90000,ARM,3/1/2007,359,N,6686427,ONEIDA,41.29,N,2,3/1/2007,N,551,3/1/2010,36,6686427,2/1/2010,,GROUP1,6ML,NA,90,4452.04,N,0,6686427,,7,1,0,N,6.05,16.713,2/1/2037,,0,N,,9.713,6686427,FULL DOC,OWNER OCCUPIED,NEW CENTURY,3 YR ARM,SINGLE FAMILY,6686427,PURCHASE,35,N,0,3/1/2010,9.203,2/1/2010,360,75600,6686427,1/17/2007,647.47,9.713,360,75564.45,,2/1/2007,647.47,N,0,84000,6686427,6,9.713,,359,75564.45,AVELO,N,90,0,NY,0,6686427,,0,1,13421
6688367,CURRENT,1.5,400900,1,422000,ARM,3/1/2007,0,N,6688367,HESPERIA,40.64,Y,2,3/1/2007,N,697,3/1/2009,24,6688367,2/1/2009,,GROUP1,6ML,HE6MO80PCT,95,10321.33,Y,60,6688367,,7,1,0,N,5.95,13.9,2/1/2037,,0,N,,6.9,6688367,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM IO,SINGLE FAMILY,6688367,CASHOUT REFI,23,N,0,3/1/2009,6.39,2/1/2009,360,400900,6688367,1/10/2007,2305.18,6.9,360,400900,,2/1/2007,2305.18,Y,24,0,6688367,6,6.9,,359,400900,AVELO,N,95,0,CA,0,6688367,,0,1,92345
6688747,CURRENT,0,159912.01,2,251000,FIXED,3/1/2007,596,Y,6688747,ANN ARBOR,22.93,Y,0,2/1/2007,Y,705,00/00/0000,0,6688747,00/00/0000,,GROUP2,,1PER,64,8000,N,0,6688747,,0,1,0,N,0,0,1/1/2037,,0,N,,0,6688747,STATED DOC,OWNER OCCUPIED,NEW CENTURY,FIXED BALLOON 50/30,SINGLE FAMILY,6688747,PURCHASE,0,N,0,00/00/0000,7.04,00/00/0000,600,160000,6688747,12/28/2006,1030.59,7.55,360,159912.01,,3/1/2007,1030.59,Y,36,250000,6688747,0,7.55,,358,159912.01,AVELO,N,64,0,MI,0,6688747,,0,1,48105
6687787,CURRENT,0,236000,1,640000,FIXED,3/1/2007,359,N,6687787,MAHWAH,31.36,Y,0,3/1/2007,N,593,00/00/0000,0,6687787,00/00/0000,,GROUP1,,NA,36.88,7508.42,N,0,6687787,,0,1,0,N,0,0,2/1/2037,,0,N,,0,6687787,FULL DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,SINGLE FAMILY,6687787,CASHOUT REFI,0,N,0,00/00/0000,6.04,00/00/0000,360,236000,6687787,1/8/2007,1499.45,6.55,360,235788.72,,2/1/2007,1499.45,N,0,0,6687787,0,6.55,,359,235788.72,AVELO,N,36.88,0,NJ,0,6687787,,0,1,7430
6688279,CURRENT,1.5,369750,1,435000,ARM,3/1/2007,0,N,6688279,HOWELL,48.67,N,2,3/1/2007,N,658,3/1/2009,24,6688279,2/1/2009,,GROUP1,6ML,NA,85,8746.83,Y,60,6688279,,7,1,0,N,6.25,13.525,2/1/2037,,0,N,,6.525,6688279,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM IO,SINGLE FAMILY,6688279,RATE/TERM REFI,23,N,0,3/1/2009,6.015,2/1/2009,360,369750,6688279,1/12/2007,2010.52,6.525,360,369750,,2/1/2007,2010.52,N,0,0,6688279,6,6.525,,359,369750,AVELO,Y,100,0,NJ,65250,6688279,,0,1,7731
6688095,CURRENT,1.5,311942.2,1,430000,ARM,3/1/2007,599,Y,6688095,AUSTIN,41.83,N,2,3/1/2007,N,647,3/1/2009,24,6688095,2/1/2009,,GROUP2,6ML,HE6MO80PCT,80,8333.33,N,0,6688095,,7,1,0,N,6.05,13.975,2/1/2037,,0,N,,6.975,6688095,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 50/30,PUD,6688095,PURCHASE,23,N,0,3/1/2009,6.465,2/1/2009,600,312000,6688095,1/11/2007,1871.3,6.975,360,311942.2,,3/1/2007,1871.3,Y,24,390000,6688095,6,6.975,,359,311942.2,AVELO,Y,100,0,TX,78000,6688095,,0,1,78730
6688510,CURRENT,1.5,476000,1,595000,ARM,3/1/2007,0,N,6688510,SAN DIEGO,43,Y,2,3/1/2007,Y,654,3/1/2009,24,6688510,2/1/2009,,GROUP2,6ML,HE6MO80PCT,80,12500,Y,60,6688510,,7,1,0,N,6.15,14.475,2/1/2037,,0,N,,7.475,6688510,STATED DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM IO,2 FAMILY,6688510,PURCHASE,23,N,0,3/1/2009,6.965,2/1/2009,360,476000,6688510,1/3/2007,2965.09,7.475,360,476000,,2/1/2007,2965.09,Y,24,595000,6688510,6,7.475,,359,476000,AVELO,Y,100,0,CA,119000,6688510,,0,2,92102
6685709,CURRENT,1.5,395693.87,5,495000,ARM,3/1/2007,475,Y,6685709,AURORA,43.32,Y,2,11/1/2006,Y,677,11/1/2008,24,6685709,10/1/2008,,GROUP2,6ML,HE6MO80PCT,80,12750,N,0,6685709,,7,1,0,N,6.3,16.375,10/1/2036,,0,N,,9.375,6685709,STATED DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 40/30,PUD,6685709,PURCHASE,19,N,0,11/1/2008,8.865,10/1/2008,480,396000,6685709,9/21/2006,3169.39,9.375,360,395615.84,,2/1/2007,3169.39,Y,12,495000,6685709,6,9.375,,355,395615.84,AVELO,Y,100,0,CO,99000,6685709,,0,1,80014
6686201,CURRENT,0,55000,1,227000,FIXED,3/1/2007,359,N,6686201,NORTH LAUDERDALE,29.52,N,0,3/1/2007,N,809,00/00/0000,0,6686201,00/00/0000,,GROUP1,,HE6MO80PCT,24.23,2384.95,N,0,6686201,,0,1,0,N,0,0,2/1/2037,,0,N,,0,6686201,FULL DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,SINGLE FAMILY,6686201,CASHOUT REFI,0,N,0,00/00/0000,5.74,00/00/0000,360,55000,6686201,1/16/2007,338.65,6.25,360,54947.81,,2/1/2007,338.65,Y,36,0,6686201,0,6.25,,359,54947.81,AVELO,N,24.23,0,FL,0,6686201,,0,1,33068
6688225,CURRENT,1.5,352000,1,445000,ARM,3/1/2007,0,N,6688225,SIMI VALLEY AREA,44.48,N,2,3/1/2007,N,581,3/1/2009,24,6688225,2/1/2009,,GROUP1,6ML,HE6MO80PCT,79.1,9989.1,Y,60,6688225,,7,1,0,N,6.05,15.05,2/1/2037,,0,N,,8.05,6688225,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM IO,SINGLE FAMILY,6688225,CASHOUT REFI,23,N,0,3/1/2009,7.54,2/1/2009,360,352000,6688225,1/2/2007,2361.34,8.05,360,352000,,2/1/2007,2361.34,Y,12,0,6688225,6,8.05,,359,352000,AVELO,N,79.1,0,CA,0,6688225,,0,1,93063
6687895,CURRENT,1.5,256500,1,270000,ARM,3/1/2007,599,Y,6687895,DELTONA,35.67,N,2,3/1/2007,N,623,3/1/2009,24,6687895,2/1/2009,,GROUP1,6ML,HE6MO80PCT,95,5678.05,N,0,6687895,,7,1,0,N,6.5,13.9,2/1/2037,,0,N,,6.9,6687895,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 50/30,SINGLE FAMILY,6687895,CASHOUT REFI,23,N,0,3/1/2009,6.39,2/1/2009,600,256500,6687895,1/2/2007,1523.73,6.9,360,256451.15,,2/1/2007,1523.73,Y,24,0,6687895,6,6.9,,359,256451.15,AVELO,N,95,0,FL,0,6687895,,0,1,32738
6685091,CURRENT,1.5,199898.99,2,252000,ARM,3/1/2007,598,Y,6685091,LITTLETON,45.41,Y,2,2/1/2007,N,673,2/1/2009,24,6685091,1/1/2009,,GROUP1,6ML,HE6MO80PCT,80,9950,N,0,6685091,,7,1,0,N,6.3,15.475,1/1/2037,,0,N,,8.475,6685091,STATED DOC,SECOND HOME,NEW CENTURY,2 YR ARM BALLOON 50/30,PUD,6685091,PURCHASE,22,N,0,2/1/2009,7.965,1/1/2009,600,199920,6685091,12/26/2006,1432.95,8.475,360,199877.83,,2/1/2007,1432.95,Y,24,249900,6685091,6,8.475,,358,199877.83,AVELO,Y,100,0,CO,49980,6685091,,0,1,80130
6686216,CURRENT,0,56000,1,80000,FIXED,3/1/2007,359,N,6686216,CLEVELAND,44.53,Y,0,3/1/2007,N,629,00/00/0000,0,6686216,00/00/0000,,GROUP2,,NA,70,8000,N,0,6686216,,0,1,0,N,0,0,2/1/2037,,0,N,,0,6686216,STATED DOC,INVESTOR,NEW CENTURY,FIXED,SINGLE FAMILY,6686216,CASHOUT REFI,0,N,0,00/00/0000,9.09,00/00/0000,360,56000,6686216,1/22/2007,474.97,9.6,360,55973.03,,2/1/2007,474.97,N,0,0,6686216,0,9.6,,359,55973.03,AVELO,N,70,0,OH,0,6686216,,0,1,44105
6688088,CURRENT,1.5,310000,1,770000,ARM,3/1/2007,479,Y,6688088,BROOKLYN,50.98,N,2,3/1/2007,N,555,3/1/2009,24,6688088,2/1/2009,,GROUP1,6ML,NA,40.26,5900,N,0,6688088,,7,1,0,N,6.55,15.475,2/1/2037,,0,N,,8.475,6688088,STATED DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 40/30,2 FAMILY,6688088,CASHOUT REFI,23,N,0,3/1/2009,7.965,2/1/2009,480,310000,6688088,1/11/2007,2266.7,8.475,360,309922.68,,2/1/2007,2266.7,N,0,0,6688088,6,8.475,,359,309922.68,AVELO,N,40.26,0,NY,0,6688088,,0,2,11218
6688821,CURRENT,0,361925.11,1,470000,FIXED,3/1/2007,599,Y,6688821,RANCHO CUCAMONGA,42.58,N,0,3/1/2007,N,668,00/00/0000,0,6688821,00/00/0000,,GROUP1,,HE6MO80PCT,77.02,6469.93,N,0,6688821,,0,1,0,N,0,0,2/1/2037,,0,N,,0,6688821,FULL DOC,OWNER OCCUPIED,NEW CENTURY,FIXED BALLOON 50/30,SINGLE FAMILY,6688821,RATE/TERM REFI,0,N,0,00/00/0000,6.165,00/00/0000,600,362000,6688821,1/10/2007,2088.52,6.675,360,361925.11,,3/1/2007,2088.52,Y,36,0,6688821,0,6.675,,359,361925.11,AVELO,N,77.02,0,CA,0,6688821,,0,1,91737
6685963,CURRENT,1.5,705000,2,857000,ARM,3/1/2007,0,N,6685963,BERNARDSVILLE,49.84,Y,2,2/1/2007,N,701,2/1/2010,36,6685963,1/1/2010,,GROUP2,6ML,NA,82.26,12000,Y,60,6685963,,7,1,0,N,6.3,14.775,1/1/2037,,0,N,,7.775,6685963,STATED DOC,OWNER OCCUPIED,NEW CENTURY,3 YR ARM IO,SINGLE FAMILY,6685963,CASHOUT REFI,34,N,0,2/1/2010,7.265,1/1/2010,360,705000,6685963,12/21/2006,4567.81,7.775,360,705000,,3/1/2007,4567.81,N,0,0,6685963,6,7.775,,358,705000,AVELO,N,82.26,0,NJ,0,6685963,,0,1,7924
6687065,CURRENT,1.5,134905.2,2,295000,ARM,3/1/2007,358,N,6687065,WHARTON,27.32,N,2,2/1/2007,N,600,2/1/2009,24,6687065,1/1/2009,,GROUP1,6ML,NA,45.76,5332.08,N,0,6687065,,7,1,0,N,6.05,14.775,1/1/2037,,0,N,,7.775,6687065,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM,CONDO,6687065,CASHOUT REFI,22,N,0,2/1/2009,7.265,1/1/2009,360,135000,6687065,12/14/2006,969.49,7.775,360,134809.78,,2/1/2007,969.49,N,0,0,6687065,6,7.775,,358,134809.78,AVELO,N,45.76,0,NJ,0,6687065,,0,1,7885
6687297,CURRENT,1.5,162400,1,230000,ARM,3/1/2007,359,N,6687297,PICKFORD,44.02,N,2,3/1/2007,N,515,3/1/2009,24,6687297,2/1/2009,,GROUP1,6ML,1PER,70.61,5100.9,N,0,6687297,,7,1,0,N,6.05,16.8,2/1/2037,,0,N,,9.8,6687297,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM,SINGLE FAMILY,6687297,CASHOUT REFI,23,N,0,3/1/2009,9.29,2/1/2009,360,162400,6687297,1/10/2007,1401.24,9.8,360,162325.03,,2/1/2007,1401.24,Y,24,0,6687297,6,9.8,,359,162325.03,AVELO,N,70.61,0,MI,0,6687297,,0,1,49774
6688092,CURRENT,1.5,310800,1,389000,ARM,3/1/2007,359,N,6688092,KENOSHA,42.03,N,2,3/1/2007,N,588,3/1/2009,24,6688092,2/1/2009,,GROUP1,6ML,NA,79.9,8830.74,N,0,6688092,,7,1,0,N,5.65,15.35,2/1/2037,,0,N,,8.35,6688092,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM,SINGLE FAMILY,6688092,CASHOUT REFI,23,N,0,3/1/2009,7.84,2/1/2009,360,310800,6688092,1/10/2007,2356.82,8.35,360,310605.83,,2/1/2007,2356.82,N,0,0,6688092,6,8.35,,359,310605.83,AVELO,N,79.9,0,WI,0,6688092,,0,1,53142
6687433,CURRENT,1.5,181600,1,227000,ARM,3/1/2007,0,N,6687433,RUSH CITY,43.16,N,2,3/1/2007,N,635,3/1/2009,24,6687433,2/1/2009,,GROUP1,6ML,2%VS2MOINT,80,5325.82,Y,60,6687433,,7,1,0,N,6.05,14.8,2/1/2037,,0,N,,7.8,6687433,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM IO,SINGLE FAMILY,6687433,RATE/TERM REFI,23,N,0,3/1/2009,7.29,2/1/2009,360,181600,6687433,1/12/2007,1180.4,7.8,360,181600,,2/1/2007,1180.4,Y,24,0,6687433,6,7.8,,359,181600,AVELO,Y,100,0,MN,45400,6687433,,0,1,55069
6683826,CURRENT,0,36354.78,5,189000,FIXED,3/1/2007,355,N,6683826,MISSOULA,49.71,N,0,11/1/2006,Y,633,00/00/0000,0,6683826,00/00/0000,,GROUP1,,HE6MO80PCT,20,3333.33,N,0,6683826,,0,2,0,N,0,0,10/1/2036,,0,N,,0,6683826,FULL DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,SINGLE FAMILY,6683826,PURCHASE,0,N,0,00/00/0000,11.19,00/00/0000,360,36400,6683826,9/14/2006,366.04,11.7,360,36343.2,,2/1/2007,366.04,Y,24,182000,6683826,0,11.7,,355,36343.2,AVELO,N,100,145600,MT,0,6683826,,0,1,59801
6687831,CURRENT,1.5,245000,1,560000,ARM,3/1/2007,599,Y,6687831,SILVER SPRING,33.87,N,2,3/1/2007,N,601,3/1/2009,24,6687831,2/1/2009,,GROUP1,6ML,2MO667PCT,43.75,5289,N,0,6687831,,7,1,0,N,6.3,13.525,2/1/2037,,0,N,,6.525,6687831,STATED DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 50/30,SINGLE FAMILY,6687831,CASHOUT REFI,23,N,0,3/1/2009,6.015,2/1/2009,600,245000,6687831,1/10/2007,1385.73,6.525,360,244946.46,,2/1/2007,1385.73,Y,24,0,6687831,6,6.525,,359,244946.46,AVELO,N,43.75,0,MD,0,6687831,,0,1,20904
6683617,CURRENT,0,27183.64,3,136500,FIXED,3/1/2007,357,N,6683617,FARGO,51.22,N,0,1/1/2007,Y,605,00/00/0000,0,6683617,00/00/0000,,GROUP1,,HE6MO80PCT,20,3316.34,N,0,6683617,,0,2,0,N,0,0,12/1/2036,,0,N,,0,6683617,FULL DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,SINGLE FAMILY,6683617,PURCHASE,0,N,0,00/00/0000,11.29,00/00/0000,360,27200,6683617,11/30/2006,275.61,11.8,360,27175.34,,2/1/2007,275.61,Y,36,136000,6683617,0,11.8,,357,27175.34,AVELO,N,100,108800,ND,0,6683617,,0,1,58103
6687713,CURRENT,0,225100,1,267000,FIXED,3/1/2007,479,Y,6687713,ROCHESTER,23.72,N,0,3/1/2007,N,543,00/00/0000,0,6687713,00/00/0000,,GROUP1,,1PER,84.31,8592.13,N,0,6687713,,0,1,0,N,0,0,2/1/2037,,0,N,,0,6687713,FULL DOC,OWNER OCCUPIED,NEW CENTURY,FIXED BALLOON 40/30,PUD,6687713,RATE/TERM REFI,0,N,0,00/00/0000,7.04,00/00/0000,480,225100,6687713,1/13/2007,1489.65,7.55,360,225026.6,,2/1/2007,1489.65,Y,36,0,6687713,0,7.55,,359,225026.6,AVELO,N,84.31,0,MI,0,6687713,,0,1,48307
6685318,CURRENT,1.5,243000,2,270000,ARM,3/1/2007,0,N,6685318,ORTING,41.23,N,2,2/1/2007,N,593,2/1/2009,24,6685318,1/1/2009,,GROUP1,6ML,HE6MO80PCT,90,4879.9,Y,60,6685318,,7,1,0,N,6.05,15.875,1/1/2037,,0,N,,8.875,6685318,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM IO,PUD,6685318,CASHOUT REFI,22,N,0,2/1/2009,8.365,1/1/2009,360,243000,6685318,12/15/2006,1797.19,8.875,360,243000,,2/1/2007,1797.19,Y,24,0,6685318,6,8.875,,358,243000,AVELO,N,90,0,WA,0,6685318,,0,1,98360
